종목코드,종목명,최종종가,만기평가가격,행사가격,전환비율,LP명,LP보유수량,상장일,최종거래일,상장폐지일,만기일,지급일,권리행사구분,기초자산명,CALL/PUT
"58K332","KBK332셀트리온콜","70","188680","170000","0.005","KB증권","6299990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","콜"
"58K335","KBK335현대차풋","35","254300","236500","0.002","KB증권","13900000","2024/03/20","2024/05/22","2024/05/23","2024/05/24","2024/05/28","유럽형","현대차","풋"
"58K338","KBK338HMM콜","35","17908","19200","0.050","KB증권","6195990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"58K340","KBK340엘지전자콜","175","99760","90000","0.010","KB증권","7499990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"58K342","KBK342한화에어풋","10","214100","168000","0.005","KB증권","4786490","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화에어로스페이스","풋"
"58K348","KBK348한화오션콜","140","30900","25000","0.020","KB증권","16499990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화오션","콜"
"58K354","KBK354삼성중콜","225","9190","7500","0.100","KB증권","13799990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성중공업","콜"
"58K360","KBK360삼성물산풋","115","138020","152000","0.005","KB증권","8700000","2024/03/20","2024/05/30","2024/05/31","2024/06/03","2024/06/05","유럽형","삼성물산","풋"
"58K362","KBK362SKC풋","30","167700","89000","0.010","KB증권","5799990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SKC","풋"
"58K370","KBK370KOSPI200풋","20","374.8","362","100.000","KB증권","3756610","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"58K371","KBK371KOSPI200풋","50","374.8","365","100.000","KB증권","3965900","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"58K372","KBK372KOSPI200풋","5","374.8","368","100.000","KB증권","4376350","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"58K373","KBK373KOSPI200풋","5","374.8","370","100.000","KB증권","4730580","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"58K374","KBK374KOSPI200풋","10","374.8","372","100.000","KB증권","4994990","2024/03/20","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"58K421","KBK421삼성전자풋","0","78760","84500","0.010","KB증권","8000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","삼성전자","풋"
"58K422","KBK422SK하이닉콜","0","183480","191000","0.005","KB증권","11700000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","SK하이닉스","콜"
"58K423","KBK423SK하이닉콜","75","213000","182500","0.005","KB증권","14800000","2024/04/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"58K427","KBK427POSCO홀풋","0","400400","400500","0.002","KB증권","11800000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","POSCO홀딩스","풋"
"58K433","KBK433삼성SDI풋","0","434500","426000","0.002","KB증권","9300000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","삼성SDI","풋"
"58K436","KBK436LG에너지풋","0","384100","370500","0.002","KB증권","13400000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","LG에너지솔루션","풋"
"58K441","KBK441LG화학풋","0","398200","399000","0.002","KB증권","10800000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","LG화학","풋"
"58K443","KBK443네이버풋","0","186820","169500","0.005","KB증권","10200000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","NAVER","풋"
"58K445","KBK445기아콜","0","113740","118500","0.005","KB증권","6400000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","기아","콜"
"58K446","KBK446기아콜","0","113740","103000","0.005","KB증권","6300000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","기아","콜"
"58K448","KBK448현대차콜","0","243400","214000","0.002","KB증권","8100000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","현대차","콜"
"58K454","KBK454포스코인콜","0","46380","58500","0.010","KB증권","10200000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","포스코인터내셔널","콜"
"58K455","KBK455카카오콜","0","47370","56500","0.010","KB증권","11400000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","카카오","콜"
"58K456","KBK456카카오풋","0","47370","47900","0.010","KB증권","15200000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","카카오","풋"
"58K457","KBK457SK이노풋","0","110700","114500","0.005","KB증권","12700000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","SK이노베이션","풋"
"58K458","KBK458HMM콜","0","17746","17600","0.050","KB증권","8200000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","HMM","콜"
"58K464","KBK464하이브풋","0","196140","210500","0.005","KB증권","5900000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","하이브","풋"
"58K466","KBK466삼성전기풋","0","153180","146500","0.005","KB증권","8000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","삼성전기","풋"
"58K468","KBK468한화솔루풋","0","29180","24700","0.020","KB증권","12900000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","한화솔루션","풋"
"58K469","KBK469삼성바이풋","0","782800","755000","0.001","KB증권","13700000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","삼성바이오로직스","풋"
"58K471","KBK471하나금융콜","65","61080","64800","0.010","KB증권","9300000","2024/04/17","2024/06/05","2024/06/07","2024/06/10","2024/06/12","유럽형","하나금융지주","콜"
"58K473","KBK473LG이노텍풋","0","237200","170000","0.005","KB증권","9400000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","LG이노텍","풋"
"58K476","KBK476LG생건풋","0","457100","348000","0.002","KB증권","7700000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","LG생활건강","풋"
"58K479","KBK479신한지주풋","0","47530","42400","0.020","KB증권","14500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","신한지주","풋"
"58K481","KBK481크래프톤풋","0","259500","231000","0.002","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","크래프톤","풋"
"58K482","KBK482카카뱅크풋","0","23890","25900","0.020","KB증권","16400000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","카카오뱅크","풋"
"58K485","KBK485SKC풋","0","111880","106000","0.005","KB증권","10600000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","SKC","풋"
"58K492","KBK492에코비엠풋","0","215000","227300","0.002","KB증권","12200000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","에코프로비엠","풋"
"58K493","KBK493에코비엠콜","40","191860","274400","0.002","KB증권","13000000","2024/04/17","2024/06/05","2024/06/07","2024/06/10","2024/06/12","유럽형","에코프로비엠","콜"
"58K498","KBK498KOSPI200콜","0","374.6","402","100.000","KB증권","11500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K502","KBK502KOSPI200콜","0","374.6","412","100.000","KB증권","12500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K503","KBK503KOSPI200콜","0","374.6","415","100.000","KB증권","12500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K505","KBK505KOSPI200풋","0","374.6","365","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K506","KBK506KOSPI200풋","0","374.6","368","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K507","KBK507KOSPI200풋","0","374.6","370","100.000","KB증권","5500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K508","KBK508KOSPI200풋","0","374.6","372","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K509","KBK509KOSPI200풋","0","374.6","375","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K510","KBK510KOSPI200풋","0","374.6","378","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K511","KBK511KOSPI200풋","0","374.6","380","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K512","KBK512KOSPI200풋","0","374.6","382","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K513","KBK513KOSPI200풋","0","374.6","385","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K514","KBK514KOSPI200콜","0","374.6","402","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K515","KBK515KOSPI200콜","0","374.6","405","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K516","KBK516KOSPI200콜","0","374.6","408","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K517","KBK517KOSPI200콜","0","374.6","410","100.000","KB증권","11500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K518","KBK518KOSPI200콜","0","374.6","412","100.000","KB증권","11500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K519","KBK519KOSPI200콜","0","374.6","415","100.000","KB증권","12000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K520","KBK520KOSPI200콜","0","374.6","418","100.000","KB증권","12000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K521","KBK521KOSPI200풋","0","374.6","365","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K522","KBK522KOSPI200풋","0","374.6","368","100.000","KB증권","5500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K523","KBK523KOSPI200풋","0","374.6","370","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K524","KBK524KOSPI200풋","0","374.6","372","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K525","KBK525KOSPI200풋","0","374.6","375","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K526","KBK526KOSPI200풋","0","374.6","378","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K527","KBK527KOSPI200콜","0","374.6","402","100.000","KB증권","9500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K529","KBK529KOSPI200콜","0","374.6","408","100.000","KB증권","10000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K530","KBK530KOSPI200콜","0","374.6","410","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K531","KBK531KOSPI200콜","0","374.6","412","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K532","KBK532KOSPI200콜","0","374.6","415","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K533","KBK533KOSPI200콜","0","374.6","418","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K534","KBK534KOSPI200풋","0","374.6","358","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K535","KBK535KOSPI200풋","0","374.6","360","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K536","KBK536KOSPI200풋","0","374.6","362","100.000","KB증권","5500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K537","KBK537KOSPI200풋","0","374.6","365","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K538","KBK538KOSPI200풋","0","374.6","368","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K539","KBK539KOSPI200풋","0","374.6","370","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K540","KBK540KOSPI200풋","0","374.6","372","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K541","KBK541KOSPI200풋","0","374.6","375","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K542","KBK542KOSPI200풋","0","374.6","378","100.000","KB증권","5000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K543","KBK543KOSPI200콜","0","374.6","402","100.000","KB증권","9000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K544","KBK544KOSPI200콜","0","374.6","405","100.000","KB증권","9500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K545","KBK545KOSPI200콜","0","374.6","408","100.000","KB증권","10000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K546","KBK546KOSPI200콜","0","374.6","410","100.000","KB증권","10000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K547","KBK547KOSPI200콜","0","374.6","412","100.000","KB증권","10000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K548","KBK548KOSPI200콜","0","374.6","415","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K549","KBK549KOSPI200콜","0","374.6","418","100.000","KB증권","10500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","콜"
"58K550","KBK550KOSPI200풋","0","374.6","335","100.000","KB증권","12500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K551","KBK551KOSPI200풋","0","374.6","338","100.000","KB증권","12500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K552","KBK552KOSPI200풋","0","374.6","340","100.000","KB증권","12500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K553","KBK553KOSPI200풋","0","374.6","342","100.000","KB증권","12000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K554","KBK554KOSPI200풋","0","374.6","345","100.000","KB증권","12000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
